,Unnamed: 0_x,video_id,views_x,subscriberCount,category_id_1,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29,Unnamed: 0_y,Unnamed: 0.1,trending_date,title,channel_title,category_id,tags,views_y,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,publish_date,days_to_trending,dislike_percentage,like_percentage,sentence_importance
5327,8816,d7wOOROa7Y4,8881,70502.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11550,12385,2018-05-02,【銀座天ぷら阿部】の天麩羅膳 Tempura Course Lunch of TEMPURA ABE in Ginza.【飯動画】,高尾てんぐ,24,"Premiere_Elements_15|""飯動画""|""めし動画""|""飯テロ""|""天丼""|""かき揚げ""|""かき揚げ丼""|""天ぷら""|""車海老""|""舞茸""|""銀座""|""なだ万""|""才巻""|""築地""",8881,135,25,110.0,https://i.ytimg.com/vi/d7wOOROa7Y4/default.jpg,False,False,False,2018-05-01,1.0,0.15625,0.84375,3.556444979850708
5328,8817,Ma6RTZaqlH8,260417,1348990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15417,16586,2018-05-02,"Meri Bassai Episode-548, May-1-2018, By Media Hub Official Channel",Media Hub Official Channel,24,"Meri Bassai|""Meri Bassai This Week""|""Meri Bassai New Episode""|""Meri Bassai New Part""|""Meri Bassai Episode-548""|""May-1-2018""|""By Media Hub Official Channel""",260417,4904,347,451.0,https://i.ytimg.com/vi/Ma6RTZaqlH8/default.jpg,False,False,False,2018-05-01,1.0,0.06608265092363359,0.9339173490763664,3.3285750224949617
5329,8818,MtL-edPozQo,15212,631387.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1569,1701,2018-05-02,DEAN FUJIOKA 2nd Single「Echo」Trailer,A-Sketch MUSIC LABEL,10,"DEAN FUJIOKA|""ディーン""|""ディーンフジオカ""|""藤岡""|""逆輸入""|""五代様""|""Echo""|""エコー""|""モンテ・クリスト伯""|""もんてくりくり""|""主題歌""|""ドラマ""|""フジテレビ""|""大倉忠義""|""山本美月""|""高杉真宙""|""新井浩文""",15212,469,9,22.0,https://i.ytimg.com/vi/MtL-edPozQo/default.jpg,False,False,False,2018-05-01,1.0,0.018828451882845192,0.9811715481171548,2.5623306376701556
5330,8823,t7WS57JQerQ,1626338,7277.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10220,10985,2018-05-03,山口達也の件にビートたけしが持論を展開…坂上忍と中条きよしは相違の意見を交わす【TOKIO・山口メンバー】,エンタメすぷりんぐ,22,"山口達也|""ビートたけし""|""坂上忍""|""中条きよし""|""TOKIO""|""山口メンバー""|""エンタメすぷりんぐ""",1626338,8625,1288,1897.0,https://i.ytimg.com/vi/t7WS57JQerQ/default.jpg,False,False,False,2018-05-02,1.0,0.12993039443155452,0.8700696055684455,4.692448891146826
5334,8832,co3pUvgQ_Kk,231087,550815.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2311,2464,2018-05-03,UVERworld 『PLOT』,UVERworld Official YouTube Channel,10,"UVERworld|""ウーバーワールド""|""UVER""|""ウーバー""|""I LOVE THE WORLD""|""TAKUYA∞""|""TAKUYA""|""たくや""|""克哉""|""かつや""|""信人""|""のぶと""|""誠果""|""せいか""|""彰""|""あきら""|""真太郎""|""しんたろう""|""WE ARE GO""|""ウィーアーゴー""|""LIVE""|""live""|""ライブ""|""Roots""|""一滴の影響""|""１秒先 向かう者と ただ訪れる者""|""ほんの少し""|""KING'S PARADE""|""ODD FUTURE""|""PLOT""",231087,12535,117,1328.0,https://i.ytimg.com/vi/co3pUvgQ_Kk/default.jpg,False,False,False,2018-05-02,1.0,0.009247549794498893,0.9907524502055012,1.4135588857655224
5337,8840,ZCaIceRZYoc,25733,472920.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8109,8727,2018-05-03,インドの脳ソテーの作り方 /  Brain,今日ヤバイ奴に会った,22,"インド|""屋台""|""ヤギ""|""脳みそ""|""美味しい""|""作り方""|""レシピ""|""今日ヤバイ奴に会った""|""ネコ""|""高級""|""グルメ""|""料理""|""クッキング""",25733,1052,43,410.0,https://i.ytimg.com/vi/ZCaIceRZYoc/default.jpg,False,False,False,2018-05-03,0.0,0.03926940639269408,0.9607305936073058,2.3579358683897693
5340,8842,ijGEM9MBymM,82112,1630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4640,4956,2018-05-03,【検証】検証動画！ギレルメ暴れる。本当に喜田は中指を立てたのか。横浜F・マリノスVSジュビロ磐田,マリノスチャンネル,17,"横浜|""F・マリノス""|""Fマリノス""|""マリノス""|""横浜F・マリノス""|""ジュビロ""|""磐田""|""ジュビロ磐田""|""飯倉大樹""|""山田康太""|""中澤佑二""|""金井貢史""|""山中亮輔""|""扇原貴宏""|""中町公祐""|""天野純""|""遠藤渓太""|""伊藤翔""|""ユンイルロク""|""杉本大地""|""ミロシュデゲネク""|""松原健""|""喜田拓也""|""大津祐樹""|""ウーゴヴィエイラ""|""仲川輝人""|""検証""|""動画""|""乱闘""|""中指""|""Jリーグ""|""J1""|""カミンスキー""|""川又堅碁""|""中村俊輔""",82112,47,87,110.0,https://i.ytimg.com/vi/ijGEM9MBymM/default.jpg,False,False,False,2018-05-02,1.0,0.6492537313432836,0.35074626865671643,3.8836816942015853
5343,8843,tYhXXTrjc10,94290,464450.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10520,11294,2018-05-03,【韓国1激辛】危険度300%の超激辛チキン完食できるまで帰れません!!!!!!!,よさこいバンキッシュ,23,"よさこいバンキッシュ|""わきを""|""オナブタ""|""ステップ""|""Kiii""|""激辛""|""韓国""|""激辛チキン""|""辛ちゃん""|""ラポッキ""|""トッポギ""",94290,2058,100,305.0,https://i.ytimg.com/vi/tYhXXTrjc10/default.jpg,False,False,False,2018-05-02,1.0,0.04633920296570899,0.9536607970342909,3.6830979930704544
5346,8845,7_UGmchLZTw,83510,71.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4648,4964,2018-05-03,ギレルメ選手退場後の行為,roki,17,"横浜Fマリノス|""ジュビロ磐田""|""ギレルメ""",83510,37,95,91.0,https://i.ytimg.com/vi/7_UGmchLZTw/default.jpg,False,False,False,2018-05-02,1.0,0.7196969696969697,0.2803030303030303,2.2981091277299694
5348,8851,lHO9aT6MMT8,107225,233678.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17711,19004,2018-05-03,♯107 報道特注【報道特注再開決定撮って出しSP！】,文化人放送局,25,"報道特注|""生田よしかつ""|""地上波""|""拡散""|""衝撃""|""事実""|""急上昇""|""真実""|""ニュース""|""文化人放送局""|""プロデューサー""|""維新""|""自民""|""保守""|""和田政宗""|""足立康史""|""議員""|""魚屋""",107225,4393,58,689.0,https://i.ytimg.com/vi/lHO9aT6MMT8/default.jpg,False,False,False,2018-05-02,1.0,0.013030779600089871,0.9869692203999101,2.8106013306284057
5350,8852,xmtX5nq3ekk,47041,90085.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1814,1956,2018-05-03,鈴木愛理『start again』(Airi Suzuki[start again])(Promotion Edit),鈴木愛理,10,"鈴木愛理|""愛理""|""Airi""|""SuzukiAiri""|""シンガー""|""歌手""|""℃-ute""|""キュート""|""ハロー！プロジェクト""",47041,3588,33,286.0,https://i.ytimg.com/vi/xmtX5nq3ekk/default.jpg,False,False,False,2018-05-02,1.0,0.009113504556752278,0.9908864954432476,2.6317877121168176
5352,8860,5KCz1z9KNI0,184492,366252.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15010,16148,2018-05-03,【入れ食い】ラジコンボートで釣りをしたら瞬殺で大物が食ってきた！！！,渥美拓馬/Takuma Atsumi,24,"アマゾン|""アリゲーターガー""|""バラマンディ""|""アロワナ""|""ピラルクー""|""ピラルク""|""ピラニア""|""海外""|""珍食材""|""バス釣り""|""バスフィッシング""|""巨大魚""|""おかっぱり""|""野池""|""ベイト""|""スピニング""|""タックル""|""日本""|""愛知""|""japan""|""fishing""|""料理""|""海釣り""|""ゲテモノ""|""ルアー""",184492,1561,579,349.0,https://i.ytimg.com/vi/5KCz1z9KNI0/default.jpg,False,False,False,2018-05-02,1.0,0.2705607476635514,0.7294392523364486,3.6894256425750624
5354,8861,wko3mtJt6bw,135310,211443.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,850,2018-05-03,ハムスターとチンチラが仲良く食事をする姿がマジでかわいい！,きょんくま ペット,1,"ハムスター|""チンチラ""|""かわいい""|""ペット""|""サノス""|""きょんくま""",135310,2797,73,318.0,https://i.ytimg.com/vi/wko3mtJt6bw/default.jpg,False,False,False,2018-05-02,1.0,0.02543554006968641,0.9745644599303136,3.2871006969209904
5356,8863,OwAlfK6tm00,620696,926539.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6625,7076,2018-05-03,モンストニュース[5/2]獣神化情報やアニメ「銀魂」コラボキャンペーン情報もお届け！【モンスト公式】,モンスト（モンスターストライク）公式,20,"モンスト|""公式""|""XFLAGの中の人""|""モンスターストライク""|""XFLAG""|""面白""|""おもしろ""|""人気""|""動画""|""iPhone""|""Android""|""アプリ""|""スマホ""|""ゲーム""|""japan""|""japanese""|""YouTube""|""Monster Strike""|""新キャラ""|""獣神化""|""さなぱっちょ""|""ぱなえ""",620696,2344,1190,588.0,https://i.ytimg.com/vi/OwAlfK6tm00/default.jpg,False,False,False,2018-05-02,1.0,0.33672891907187325,0.6632710809281268,3.9167759437533296
5357,8865,HX3Pbt5Ooyw,108757,810218.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4794,5121,2018-05-03,生きたグリーンイグアナを氷漬けしてさばいてみた！【閲覧注意】,ハイサイ探偵団,17,"ハイサイ探偵団|""沖縄""|""釣り""|""サバイバル""|""サバゲー""|""ハイサイ""|""ドッキリ""|""スペースデリバリー""|""ワールドクッキング""|""ワールドキッチン""|""3分クッキング""|""捌く動画""|""魚""|""巨大魚""|""サメ""|""オオウナギ""|""高級魚""|""危険""|""過酷""|""絶景""|""ポイント""|""haisai""|""スポット""|""南大東島""|""北大東島""|""釣り生活""|""ヘビ""|""蛇""|""ハブ""",108757,1792,857,719.0,https://i.ytimg.com/vi/HX3Pbt5Ooyw/default.jpg,False,False,False,2018-05-02,1.0,0.323518308795772,0.676481691204228,3.5689764328748788
5358,8866,Ycokif3-N8U,5165,15918.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3792,4046,2018-05-03,マルティノス、GK奈良竜樹へ優しいパス。シュートを打てや(怒) 浦和レッズ vs 川崎フロンターレ 2018年5月2日 Jリーグ,ズバ@浦和レッズ,17,[none],5165,13,0,6.0,https://i.ytimg.com/vi/Ycokif3-N8U/default.jpg,False,False,False,2018-05-02,1.0,0.0,1.0,4.6698742940435745
5359,8867,QE0LlTUXRVQ,25680,20537.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5898,6323,2018-05-03,生SINoALICE ～豪華ゲスト登場！報酬山盛りGWスペシャル〜,SINoALICE ーシノアリス公式チャンネル,20,"シノアリス|""ポケラボ""|""スクエニ""|""最上もが""|""鶴見萌""|""アリス""|""マフィア梶田""|""GW""|""生放送""",25680,618,34,9.0,https://i.ytimg.com/vi/QE0LlTUXRVQ/default.jpg,False,False,False,2018-05-02,1.0,0.05214723926380368,0.9478527607361964,2.947210258603089
5360,8870,DkeiKbqa02g,1026868,12540713.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2468,2623,2018-05-03,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,10,"calvin harris|""calvin harris one kiss""|""calvin harris dua lipa""|""calvin harris dua lipa one kiss""|""one kiss""|""calvin harris dua lipa one kiss graham norton""|""calvin harris radio 1""|""calvin harris dua lipa one kiss live""|""dua lipa one kiss live""|""calvin harris dua lipa one kiss lyrics""|""calvin harris one kiss lyrics""|""calvin harris one kiss live""|""calvin harris feels""|""calvin harris summer""|""calvin harris nuh ready""|""calvin harris slide""|""calvin""|""harris""|""you""",1026868,124072,3074,7642.0,https://i.ytimg.com/vi/DkeiKbqa02g/default.jpg,False,False,False,2018-05-02,1.0,0.0241769304578988,0.9758230695421012,2.7541218130417158
5361,8873,Bmcdg4_qmQE,8391,3332.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7309,7832,2018-05-03,大谷翔平、復帰後に先輩との『タダならぬ関係』が発覚し一同驚愕...【エンゼルス対オリオールズ戦（5月2日）・次はイチローのいるマリナーズ戦だ】#shohei ohtani,芸能丸,22,"芸能丸|""UCInl5RMVZcA4wE0wE1B9j7A""|""大谷翔平""|""エンゼルス 大谷翔平""|""大谷翔平 HR""|""大谷 HR""|""大谷翔平 ツーベース""|""大谷翔平 二塁打""|""大谷 ツーベース""|""大谷 復帰""|""大谷翔平 ホームラン""|""K・カルフーン""|""ヤンキース""|""マイク・ソーシア""|""アーロン・ジャッジ""|""大谷翔平 張本勲""|""張本勲 炎上""|""関口宏""|""石毛宏典""|""イチロー""|""マリナーズ""",8391,50,7,16.0,https://i.ytimg.com/vi/Bmcdg4_qmQE/default.jpg,False,False,False,2018-05-02,1.0,0.12280701754385966,0.8771929824561403,5.804221479611968
5362,8876,e6tN6Rxst9o,266555,1451457.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,1004,2018-05-03,橋本環奈の泣き顔最強！映画『斉木楠雄のΨ難』未公開&NGシーンを一部公開,シネマトゥデイ,1,[none],266555,3858,149,342.0,https://i.ytimg.com/vi/e6tN6Rxst9o/default.jpg,False,False,False,2018-05-02,1.0,0.03718492637883704,0.9628150736211628,4.095302185778058
5363,8877,UnIOA6Wa6Ek,77178,342960.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3491,3713,2018-05-03,猫が落ちそうだったので救いの手を差し伸べた My cat likes to sleep at side of the bed.,Momo and Tenももと天,15,"黒猫|""柴犬""|""犬と猫""|""仲良し""|""眠い""|""かわいい""|""面白い""|""dog""|""cat""|""dogandcat""|""funny""|""cute""|""japan""|""japanese""|""shibainu""|""blackcat""",77178,2155,27,247.0,https://i.ytimg.com/vi/UnIOA6Wa6Ek/default.jpg,False,False,False,2018-05-02,1.0,0.012373968835930341,0.9876260311640696,4.443153851638302
5364,8879,t5KBQcNEhdQ,14746,20572.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2870,3067,2018-05-03,18/05/02　飼育員さんシャンシャンを剥がす,xiangmaru,15,"シャンシャン|""飼育員さん""|""ジャイアントパンダ""",14746,142,8,6.0,https://i.ytimg.com/vi/t5KBQcNEhdQ/default.jpg,False,False,False,2018-05-02,1.0,0.05333333333333334,0.9466666666666668,2.7274035321710466
5365,8880,bWuo4SJH61s,17092,11809.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000,12886,2018-05-03,【女子必見!!】男性は〇〇で胸キュンします！【オトナのイヴイヴガールズ】,オトナのEveEve Girls,24,"これをされたらイチコロ⁉︎|""オトナのEveEveGirls""|""オトナのイヴイヴガールズ""|""オトナのイブイブガールズ""|""イヴイヴ""|""イブイブ""|""モテる""|""モテない""|""結婚""|""同棲""|""UC09cNdId5zbg1sDcCqidgzw""|""UC8dQ4A2mssxnRDlPddRObiQ""|""UCMS3gJglLx5-uTgiD1JpTuA""|""UCWMMT6RFp2p3__NAzdawBYg""|""イヴイヴガールズ""|""胸キュン""",17092,56,17,18.0,https://i.ytimg.com/vi/bWuo4SJH61s/default.jpg,False,False,False,2018-05-02,1.0,0.2328767123287671,0.7671232876712328,3.2679232291912577
5366,8881,eGes9BYeEGc,22005,8333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12192,13107,2018-05-03,磐田DFギレルメが暴力行為で退場,オフサイドトラップ,24,ジュビロ磐田 ギレルメ 暴力 キック 退場,22005,4,15,17.0,https://i.ytimg.com/vi/eGes9BYeEGc/default.jpg,False,False,False,2018-05-02,1.0,0.7894736842105263,0.21052631578947367,2.656914666239357
5367,8882,a_UiGIzpyes,12134,3141.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4024,4300,2018-05-03,【公営競技】爆笑！生ダラ公営ギャンブル総集編（競馬／競輪／競艇）,すぼうとれい,17,"公営競技|""ギャンブル""|""とんねるず""|""競馬""|""競艇""|""競輪""|""ボートレース""",12134,49,4,6.0,https://i.ytimg.com/vi/a_UiGIzpyes/default.jpg,False,False,False,2018-04-17,16.0,0.07547169811320754,0.9245283018867924,2.912423580173224
5368,8884,nCDfJWm4kAA,8169,8751.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3934,4200,2018-05-03,約20分のゴールキーパー初体験の奈良竜樹選手が無失点のプレー集,YuYoChannel,17,"YuYoChannel|""YuYoChannel2""|""ABC Movies""|""浦和レッズ""|""川崎フロンターレ""|""ゴールキーパー""|""奈良竜樹""|""GK""",8169,31,5,7.0,https://i.ytimg.com/vi/nCDfJWm4kAA/default.jpg,False,False,False,2018-05-02,1.0,0.1388888888888889,0.8611111111111112,3.849833392818575
5369,8885,wabTFfHKYT8,9377,482.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3969,4236,2018-05-03,つば九郎とドアラが大暴れ！　東京ヤクルトvs中日　2018年5月1日,牧田 康佑スワローズ応援動画あげ,17,"動画|""ビデオ""|""共有""|""カメラ付き携帯電話""|""動画機能付き携帯電話""|""無料""|""アップロード""|""チャンネル""|""コミュニティ""|""youtube""|""ユーチューブ""|""UCKSEXZwc7V0hVf8nt9iGsug""",9377,45,0,2.0,https://i.ytimg.com/vi/wabTFfHKYT8/default.jpg,False,False,False,2018-05-02,1.0,0.0,1.0,3.9587944950930285
5370,8888,zEX0QnImuYs,4723,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6902,7387,2018-05-03,20180502 コンサドーレ札幌試合後ゴール裏あいさつ,ぽん ぽん,22,[none],4723,26,0,3.0,https://i.ytimg.com/vi/zEX0QnImuYs/default.jpg,False,False,False,2018-05-02,1.0,0.0,1.0,2.784266015268164
5371,8890,_tDxml-pS_U,12438,23542.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4033,4309,2018-05-03,5/2ファナティックを迷子にさせておいて、イジりまくるつば九郎withドアラ（きょうのひとこと）,つばめンティンーtsubamentienー,17,"つば九郎|""ドアラ""|""ファナティック""|""フィリーズ""|""畜生ペンギン""|""畜ペン""",12438,94,3,14.0,https://i.ytimg.com/vi/_tDxml-pS_U/default.jpg,False,False,False,2018-05-02,1.0,0.030927835051546393,0.9690721649484536,4.175929979619592
5372,8894,8wfRmuc_s4s,32354,69374.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12531,13470,2018-05-03,【意外と知らない!!】年上男性と付き合うための4つの条件【イヴイヴ】,EveEve Girls - 恋愛サポートメディア,24,"EveEvegirls|""イヴイヴガールズ""|""イブイブガールズ""|""イヴイヴ""|""イブイブ""|""モテる""|""モテない""|""UC8dQ4A2mssxnRDlPddRObiQ""|""【意外と知らない!!】年上男性と付き合うための4つの条件【イヴイヴ】""|""https://youtu.be/8wfRmuc_s4s""|""99%の非モテ女が知らない！男が落ちるモテテクと勘違いテク4選！【イヴイヴ】""|""https://youtu.be/Nsjl3WCy0nE""|""最悪な第一印象なのに好きになってしまった女性の特徴5選【イヴイヴ】""|""https://youtu.be/vHNbl1AGjdU""|""【衝撃の事実】女性には理解不能！アレをしちゃう男性の心理がやばい！【イヴイヴ】""|""https://youtu.be/lM4QYjh6Cyc""|""【女性必見💓】100%Hが盛り上がる魔法の言葉5選！【イヴイヴ】""|""https://youtu.be/JG_4wJzK164""",32354,189,16,49.0,https://i.ytimg.com/vi/8wfRmuc_s4s/default.jpg,False,False,False,2018-05-02,1.0,0.07804878048780488,0.9219512195121952,3.4280505050202046
5373,8897,-0Gd9DBh3W4,125675,209495.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18976,20323,2018-05-03,ゴリゴリの凱旋で悶絶のプレミア３連コンボ！！！【スロットを辞めたい】【今日のPGG】,パチンコ・パチスロ日本代表ｃｈ,27,[none],125675,831,433,226.0,https://i.ytimg.com/vi/-0Gd9DBh3W4/default.jpg,False,False,False,2018-05-02,1.0,0.3425632911392405,0.6574367088607596,3.6977302979144935
5374,8901,h2UfM0knMKw,72930,719232.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8857,9514,2018-05-03,"下一站别离 31 | Next time, Together forever 31（于和伟、李小冉、邬君梅 领衔主演）",感谢订阅中剧独播,22,"青云志Noah|""好先生Noah""|""父亲的身份Noah""|""你好乔安Noah""|""风中奇缘Noah""|""锦绣缘华丽冒险Noah""|""离婚律师Noah""|""大男当婚Noah""|""放弃我抓紧我Noah""|""北上广依然相信爱情Noah""|""鬼吹灯Noah""|""法医秦明Noah""|""外科风云Noah""|""我的前半生Noah""|""浪花一朵朵Noah""|""守卫者浮出水面Noah""|""箭在弦上Noah""|""卧底Noah""|""人间情缘Noah""|""兵圣Noah""|""往日情怀Noah""|""双雄Noah""|""红色宝藏Noah""|""我们的生活比蜜甜Noah""|""唐山大地震Noah""|""生逢灿烂的日子Noah""|""风声传奇Noah""|""大时代Noah""|""追捕Noah""|""连环套Noah""|""南下南下Noah""|""蝴蝶行动Noah""|""最后的99天Noah""|""谍变1939Noah""|""梦想光荣1942Noah""|""黎明之战Noah""|""最后一枪Noah""|""望族Noah""|""复婚Noah""|""中国兄弟连Noah""|""莫斯科行动Noah""|""我站在桥上看风景Noah""|""盛势Noah""|""好久不见Noah""|""金牌投资人Noah""|""下一站别离Noah""|""Next time Together forever""",72930,60,26,77.0,https://i.ytimg.com/vi/h2UfM0knMKw/default.jpg,False,False,False,2018-05-02,1.0,0.3023255813953488,0.6976744186046512,4.1748241184512365
5375,8902,Vj5_iyVW11A,41702,216768.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5998,6434,2018-05-03,さようなら、ぐさお。,ぐさお / Gusao,20,"スプラトゥーン|""Splatoon""|""nintendo""|""任天堂""|""スプラトゥーン２""|""Splatoon2""|""スプラトゥーン2!攻略&おもしろ動画チャンネル""|""グサオチャンネル""|""小ネタ""|""裏ワザ""|""ゆっくり実況""|""ぐさお""|""ゆっくり茶番""",41702,1545,48,457.0,https://i.ytimg.com/vi/Vj5_iyVW11A/default.jpg,False,False,False,2018-05-02,1.0,0.030131826741996232,0.9698681732580038,1.4139208557150342
5376,8905,GVKfMB-lxxM,1385509,5606775.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16589,17827,2018-05-03,CHẠY NGAY ĐI | SƠN TÙNG M-TP - Teaser Trailer,Sơn Tùng M-TP Official,24,"son tung|""sơn tùng""|""sơn tùng 2016""|""m-tp""|""son tung 2018""|""son tung mtp""|""son tung mtp 2018""|""son tung mv 2018""|""chay ngay di""|""chay ngay di mtp""|""chạy ngay đi sơn tùng""|""chạy ngay đi mv""|""chay ngay di mv""|""chay ngay di trailer""",1385509,75864,3003,14262.0,https://i.ytimg.com/vi/GVKfMB-lxxM/default.jpg,False,False,False,2018-05-02,1.0,0.03807676214386245,0.9619232378561376,2.9618377089569234
5377,8906,CZsWrTFOlCM,55916,6573.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1871,2013,2018-05-03,平野紫耀 天然まとめ,moka hsky,10,"平野紫耀|""キンプリ""|""ジャニーズ""|""夜会""|""モニタリング""|""King&Prince""|""まいジャニ""|""少クラ""",55916,1057,6,32.0,https://i.ytimg.com/vi/CZsWrTFOlCM/default.jpg,False,False,False,2018-04-29,4.0,0.005644402634054563,0.9943555973659456,2.2137477993586074
5378,8912,QOzTAaUmUPU,70569,1253606.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13546,14556,2018-05-03,飯を喰らいカラオケをする放送,恭チャンネル,24,"恭ちゃん|""宇佐美恭一郎""|""歌ってみた""|""怒ってみた""|""おこ""|""凸""|""凸待ち""|""ものまね""|""ラップ""|""生放送""|""実況""|""ニコ生""|""妹""",70569,965,134,128.0,https://i.ytimg.com/vi/QOzTAaUmUPU/default.jpg,False,False,False,2018-05-02,1.0,0.12192902638762512,0.8780709736123748,2.36519892934843
5379,8913,R9NQsdyPKNQ,74283,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13622,14644,2018-05-03,[Japanese ASMR] Needle Sounds / Pushing Pins / Whispering,hatomugi ASMR,24,"asmr|""hatomugi""|""はとむぎ""|""needle""|""針""|""ピン""|""pins""|""音""|""日本語""|""ささやき""|""囁き""|""声""|""whisper""",74283,3104,58,1001.0,https://i.ytimg.com/vi/R9NQsdyPKNQ/default.jpg,False,False,False,2018-05-02,1.0,0.018342820999367487,0.9816571790006324,2.6189124908590733
5380,8916,tzU9rj0pSGE,410794,1376897.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15913,17123,2018-05-03,Deweni Inima | Episode 323 02nd May  2018,TV Derana,24,"Sri Lanka|""Sinhala""|""TV Derana""|""Derana""|""DTV""|""Lanka""|""Premium""|""Entertainment""|""Deweni Inima""|""Dewana Inima""|""Deveni Inima""|""Devana Inima""|""Cricket""|""Sri Lanka Cricket""|""Cricket Match""|""Dawana Inima""|""Deweni Enima""|""Deveni Enima""|""Deweni""|""02nd Innings""|""Innings""|""Second Inning""|""Cricket Team""|""Saranga Mendis""|""Janaka Siriwardana""|""Saman Edirimuni""|""Best Teledrama""|""Sri Lankan Teledrama""|""Top Teledrama""|""Sri Lanka's Best""|""Play Cricket""|""Love""|""Romantic""|""School""|""School Love""|""Adventure""|""Fight""",410794,2526,334,757.0,https://i.ytimg.com/vi/tzU9rj0pSGE/default.jpg,False,False,False,2018-05-02,1.0,0.11678321678321678,0.8832167832167832,2.7234847934386184
5381,8918,V7IRVZp2ppU,31552,153216.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12503,13441,2018-05-03,【大食い】オムナポリタン3.2kgを食い尽くす！！,ブチかまし,24,"ブチかまし|""お笑い""|""芸人""|""よしもと""|""ドンダダ""|""シュラム""|""おもしろ""|""爆笑""|""実況""|""検証""|""funny""|""crazy""|""Japanese""|""comedy""",31552,312,54,82.0,https://i.ytimg.com/vi/V7IRVZp2ppU/default.jpg,False,False,False,2018-05-02,1.0,0.14754098360655735,0.8524590163934427,2.5731059679213875
5382,8920,9RB49asREWM,61763,282591.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6108,6548,2018-05-03,アイテムが一度に60個貰える!?新タスク&バトルウィーク情報まとめ!【ポケモンGO】,やまだちゃんねる,20,"GameWith|""ゲーム実況""|""実況プレイ""|""攻略""|""やまだ""|""やまだちゃんねる""|""やまだチャンネル""|""ポケモン""|""ポケモンGO""",61763,926,74,140.0,https://i.ytimg.com/vi/9RB49asREWM/default.jpg,False,False,False,2018-05-02,1.0,0.07400000000000001,0.9259999999999999,3.8295645331807537
5383,8921,kiSikFKOhpA,72941,350457.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8858,9515,2018-05-03,ゴルフの景品で頂いたキムチで豚キムチを作る！,釣りよか飯,22,"料理|""ブログ""|""エンターテイメント""|""やってみた""|""むねお""|""よーらい""|""佐賀よかでしょう""|""釣りよかでしょう""",72941,838,52,148.0,https://i.ytimg.com/vi/kiSikFKOhpA/default.jpg,False,False,False,2018-05-02,1.0,0.05842696629213484,0.9415730337078652,2.689789589318432
